dataset,config,n_records,n_valid,sensitivity,specificity,fn,fp,decision_auto_rate,tier_auto_rate,human_review_rate,auto_include_rate,auto_exclude_rate,ranking_wss95_ecs,ranking_wss95_p_include,ranking_wss95_final_score,status,issues
Cohen_ADHD,a9,851,851,1.0,0.18892900120336945,0,674,0.3102232667450059,0.30434782608695654,0.6897767332549941,0.12573443008225618,0.1844888366627497,0.8512925969447708,0.8430669800235017,0.8430669800235017,ok,
Cohen_Antihistamines,a1,310,310,0.6875,0.6122448979591837,5,114,0.7645161290322581,0.9387096774193548,0.23548387096774193,0.16774193548387098,0.5967741935483871,0.2919354838709677,,0.1983870967741935,ok,
Cohen_Antihistamines,a11_rule_exclude,310,310,1.0,0.11564625850340136,0,260,0.3870967741935484,0.3870967741935484,0.6129032258064516,0.27741935483870966,0.10967741935483871,0.21451612903225803,0.027419354838709636,0.027419354838709636,ok,
Cohen_Antihistamines,a13b_coverage_rule,310,310,1.0,0.13945578231292516,0,253,0.34838709677419355,0.34838709677419355,0.6516129032258065,0.2161290322580645,0.13225806451612904,0.35645161290322575,0.07903225806451608,0.07903225806451608,ok,
Cohen_Antihistamines,a14c_difficulty_floor_100,310,310,1.0,0.13945578231292516,0,253,0.34838709677419355,0.34838709677419355,0.6516129032258065,0.2161290322580645,0.13225806451612904,0.35645161290322575,0.07903225806451608,0.07903225806451608,ok,
Cohen_Antihistamines,a9,310,310,0.5625,0.48639455782312924,7,151,0.7645161290322581,0.7129032258064516,0.23548387096774193,0.2806451612903226,0.4838709677419355,0.1951612903225806,-0.011290322580645204,-0.011290322580645204,ok,
Cohen_AtypicalAntipsychotics,a1,1120,1120,0.6506849315068494,0.6396303901437371,51,351,0.7446428571428572,0.9383928571428571,0.25535714285714284,0.14285714285714285,0.6017857142857143,0.22946428571428568,,0.11696428571428566,ok,
Cohen_AtypicalAntipsychotics,a11_rule_exclude,1120,1120,1.0,0.0,0,974,0.3410714285714286,0.3410714285714286,0.6589285714285714,0.3410714285714286,0.0,0.18928571428571425,-0.0053571428571429006,-0.0053571428571429006,ok,
Cohen_AtypicalAntipsychotics,a13b_coverage_rule,1120,1120,1.0,0.0,0,974,0.3410714285714286,0.3410714285714286,0.6589285714285714,0.3410714285714286,0.0,0.18928571428571425,-0.0053571428571429006,-0.0053571428571429006,ok,
Cohen_AtypicalAntipsychotics,a14c_difficulty_floor_100,1120,1120,1.0,0.0,0,974,0.3410714285714286,0.3410714285714286,0.6589285714285714,0.3410714285714286,0.0,0.18928571428571425,-0.0053571428571429006,-0.0053571428571429006,ok,
Cohen_AtypicalAntipsychotics,a9,1120,1120,0.3835616438356164,0.553388090349076,90,435,0.7223214285714286,0.58125,0.27767857142857144,0.16071428571428573,0.5616071428571429,0.19910714285714282,0.013392857142857095,0.013392857142857095,ok,
Cohen_BetaBlockers,a1,2072,2072,0.8809523809523809,0.6669950738916256,5,676,0.762065637065637,0.9333976833976834,0.23793436293436293,0.10617760617760617,0.6558880308880309,0.4833011583011583,,0.5151544401544401,ok,
Cohen_BetaBlockers,a11_rule_exclude,2072,2072,0.9761904761904762,0.03300492610837438,1,1963,0.23503861003861004,0.23503861003861004,0.76496138996139,0.20222007722007723,0.032818532818532815,,,0.407046332046332,ok,
Cohen_BetaBlockers,a13b_coverage_rule,2072,2072,0.9761904761904762,0.04285714285714286,1,1943,0.2446911196911197,0.2446911196911197,0.7553088803088803,0.20222007722007723,0.04247104247104247,,,0.407046332046332,ok,
Cohen_BetaBlockers,a14c_difficulty_floor_100,2072,2072,0.9761904761904762,0.04285714285714286,1,1943,0.2446911196911197,0.2446911196911197,0.7553088803088803,0.20222007722007723,0.04247104247104247,,,0.407046332046332,ok,
Cohen_BetaBlockers,a9,2072,2072,0.7380952380952381,0.6334975369458128,11,744,0.7451737451737451,0.7451737451737451,0.2548262548262548,0.1192084942084942,0.625965250965251,,,0.042664092664092615,ok,
Cohen_CalciumChannelBlockers,a1,1218,1218,0.91,0.46153846153846156,9,602,0.7495894909688013,0.8825944170771757,0.2504105090311987,0.3185550082101806,0.43103448275862066,0.2701970443349753,,0.24556650246305417,ok,
Cohen_CalciumChannelBlockers,a11_rule_exclude,1218,1218,1.0,0.006261180679785331,0,1111,0.506568144499179,0.506568144499179,0.493431855500821,0.5008210180623974,0.005747126436781609,,,-0.017980295566502505,ok,
Cohen_CalciumChannelBlockers,a13b_coverage_rule,1218,1218,1.0,0.008050089445438283,0,1109,0.5697865353037767,0.5697865353037767,0.4302134646962233,0.5623973727422004,0.007389162561576354,,,8.210180623969415e-05,ok,
Cohen_CalciumChannelBlockers,a14c_difficulty_floor_100,1218,1218,1.0,0.008050089445438283,0,1109,0.5697865353037767,0.5697865353037767,0.4302134646962233,0.5623973727422004,0.007389162561576354,,,8.210180623969415e-05,ok,
Cohen_CalciumChannelBlockers,a9,1218,1218,0.49,0.4221824686940966,51,646,0.8292282430213465,0.8251231527093597,0.17077175697865354,0.39983579638752054,0.4293924466338259,,,0.2398193760262725,ok,
Cohen_Estrogens,a1,368,368,0.8625,0.6493055555555556,11,101,0.7934782608695652,0.9211956521739131,0.20652173913043478,0.2554347826086957,0.5380434782608695,0.4119565217391304,,0.3168478260869565,ok,
Cohen_Estrogens,a11_rule_exclude,368,368,1.0,0.1597222222222222,0,242,0.48641304347826086,0.48641304347826086,0.5135869565217391,0.36141304347826086,0.125,,,0.2652173913043478,ok,
Cohen_Estrogens,a13b_coverage_rule,368,368,1.0,0.16666666666666666,0,240,0.49184782608695654,0.49184782608695654,0.5081521739130435,0.36141304347826086,0.13043478260869565,,,0.2652173913043478,ok,
Cohen_Estrogens,a14c_difficulty_floor_100,368,368,1.0,0.16666666666666666,0,240,0.49184782608695654,0.49184782608695654,0.5081521739130435,0.36141304347826086,0.13043478260869565,,,0.2652173913043478,ok,
Cohen_Estrogens,a9,368,368,0.7375,0.4756944444444444,21,151,0.7282608695652174,0.7255434782608695,0.2717391304347826,0.29891304347826086,0.42934782608695654,,,0.08858695652173909,ok,
