strategy,threshold,n,tp,fn,fp,tn,sensitivity,specificity,ppv,npv,accuracy,auto_rate,include_rate,exclude_rate
p_include_threshold,1.783057316344504e-05,58085,1355,1,56562,167,0.9992625368731564,0.0029438206208464808,0.02339554880259682,0.9940476190476191,0.026202978393733322,1.0,0.9971076870104157,0.00289231298958423
p_include_threshold,1.7840674308665063e-05,58085,1355,1,56536,193,0.9992625368731564,0.00340213999894234,0.023406056209082586,0.9948453608247423,0.026650598261168976,1.0,0.9966600671429802,0.0033399328570198846
p_include_threshold,1.785077545388509e-05,58085,1355,1,56536,193,0.9992625368731564,0.00340213999894234,0.023406056209082586,0.9948453608247423,0.026650598261168976,1.0,0.9966600671429802,0.0033399328570198846
p_include_threshold,1.786347859460452e-05,58085,1355,1,56509,220,0.9992625368731564,0.0038780870454265017,0.02341697774090972,0.995475113122172,0.027115434277352156,1.0,0.996195231126797,0.0038047688732030646
p_include_threshold,1.7876181735323953e-05,58085,1355,1,56509,220,0.9992625368731564,0.0038780870454265017,0.02341697774090972,0.995475113122172,0.027115434277352156,1.0,0.996195231126797,0.0038047688732030646
p_include_threshold,1.8607705251242e-05,58085,1355,1,56474,255,0.9992625368731564,0.004495055439017081,0.023431150460841446,0.99609375,0.027717999483515537,1.0,0.9955926659206336,0.0044073340793664454
p_include_threshold,1.9339228767160044e-05,58085,1355,1,56474,255,0.9992625368731564,0.004495055439017081,0.023431150460841446,0.99609375,0.027717999483515537,1.0,0.9955926659206336,0.0044073340793664454
p_include_threshold,1.9806588365682746e-05,58085,1354,2,56450,279,0.9985250737463127,0.004918119480336336,0.023423984499342607,0.9928825622775801,0.028113970904708616,1.0,0.9951622622019455,0.0048377377980545755
p_include_threshold,2.0273947964205452e-05,58085,1354,2,56450,279,0.9985250737463127,0.004918119480336336,0.023423984499342607,0.9928825622775801,0.028113970904708616,1.0,0.9951622622019455,0.0048377377980545755
p_include_threshold,2.3095566153679373e-05,58085,1354,2,56439,290,0.9985250737463127,0.005112023832607661,0.02342844289100756,0.9931506849315068,0.028303348540931392,1.0,0.9949728845657226,0.005027115434277352
p_include_threshold,2.591718434315329e-05,58085,1354,2,56439,290,0.9985250737463127,0.005112023832607661,0.02342844289100756,0.9931506849315068,0.028303348540931392,1.0,0.9949728845657226,0.005027115434277352
p_include_threshold,2.6703222364879546e-05,58085,1354,2,56438,291,0.9985250737463127,0.005129651500995963,0.023428848283499445,0.9931740614334471,0.028320564689678918,1.0,0.9949556684169751,0.0050443315830248775
p_include_threshold,2.7489260386605802e-05,58085,1354,2,56438,291,0.9985250737463127,0.005129651500995963,0.023428848283499445,0.9931740614334471,0.028320564689678918,1.0,0.9949556684169751,0.0050443315830248775
p_include_threshold,2.772734345737772e-05,58085,1354,2,56416,313,0.9985250737463127,0.005517460205538613,0.02343777046910161,0.9936507936507937,0.02869931996212447,1.0,0.9945769131445296,0.005423086855470431
p_include_threshold,2.796542652814964e-05,58085,1354,2,56416,313,0.9985250737463127,0.005517460205538613,0.02343777046910161,0.9936507936507937,0.02869931996212447,1.0,0.9945769131445296,0.005423086855470431
p_include_threshold,3.087964122275701e-05,58085,1354,2,56415,314,0.9985250737463127,0.005535087873926915,0.023438176184458794,0.9936708860759493,0.028716536110871996,1.0,0.9945596969957821,0.005440303004217956
p_include_threshold,3.3793855917364375e-05,58085,1354,2,56415,314,0.9985250737463127,0.005535087873926915,0.023438176184458794,0.9936708860759493,0.028716536110871996,1.0,0.9945596969957821,0.005440303004217956
p_include_threshold,3.5923242607505606e-05,58085,1353,3,56392,337,0.9977876106194691,0.005940524246857868,0.02343060005195255,0.9911764705882353,0.02909529138331755,1.0,0.9941465094258415,0.00585349057415856
p_include_threshold,3.805262929764683e-05,58085,1353,3,56392,337,0.9977876106194691,0.005940524246857868,0.02343060005195255,0.9911764705882353,0.02909529138331755,1.0,0.9941465094258415,0.00585349057415856
p_include_threshold,6.498579129401679e-05,58085,1353,3,56371,358,0.9977876106194691,0.006310705283012216,0.023439124107823436,0.9916897506925207,0.029456830507015582,1.0,0.9937849703021434,0.00621502969785659
p_include_threshold,9.191895329038676e-05,58085,1353,3,56371,358,0.9977876106194691,0.006310705283012216,0.023439124107823436,0.9916897506925207,0.029456830507015582,1.0,0.9937849703021434,0.00621502969785659
p_include_threshold,0.00011120311558929543,58085,1353,3,56357,372,0.9977876106194691,0.006557492640448448,0.02344481025818749,0.992,0.029697856589480934,1.0,0.9935439442196781,0.006456055780321942
p_include_threshold,0.0001304872778882041,58085,1353,3,56357,372,0.9977876106194691,0.006557492640448448,0.02344481025818749,0.992,0.029697856589480934,1.0,0.9935439442196781,0.006456055780321942
p_include_threshold,0.00013293100698273503,58085,1352,4,56357,372,0.9970501474926253,0.006557492640448448,0.02342788819768147,0.9893617021276596,0.02968064044073341,1.0,0.9935267280709306,0.006473271929069467
p_include_threshold,0.00013537473607726596,58085,1352,4,56357,372,0.9970501474926253,0.006557492640448448,0.02342788819768147,0.9893617021276596,0.02968064044073341,1.0,0.9935267280709306,0.006473271929069467
p_include_threshold,0.00014031307906148122,58085,1352,4,56356,373,0.9970501474926253,0.00657512030883675,0.023428294170652248,0.9893899204244032,0.029697856589480934,1.0,0.993509511922183,0.006490488077816992
p_include_threshold,0.00014525142204569648,58085,1352,4,56356,373,0.9970501474926253,0.00657512030883675,0.023428294170652248,0.9893899204244032,0.029697856589480934,1.0,0.993509511922183,0.006490488077816992
p_include_threshold,0.00014605093083661737,58085,1352,4,56354,375,0.9970501474926253,0.006610375645613354,0.023429106158804978,0.9894459102902374,0.029732288886975985,1.0,0.993475079624688,0.006524920375312043
p_include_threshold,0.00014685043962753822,58085,1352,4,56354,375,0.9970501474926253,0.006610375645613354,0.023429106158804978,0.9894459102902374,0.029732288886975985,1.0,0.993475079624688,0.006524920375312043
p_include_threshold,0.00014775159466524608,58085,1352,4,56352,377,0.9970501474926253,0.006645630982389959,0.02342991820324414,0.989501312335958,0.029766721184471035,1.0,0.993440647327193,0.006559352672807093
p_include_threshold,0.00014865274970295395,58085,1352,4,56352,377,0.9970501474926253,0.006645630982389959,0.02342991820324414,0.989501312335958,0.029766721184471035,1.0,0.993440647327193,0.006559352672807093
p_include_threshold,0.0001490677938489621,58085,1352,4,56351,378,0.9970501474926253,0.006663258650778261,0.02343032424657297,0.9895287958115183,0.02978393733321856,1.0,0.9934234311784453,0.006576568821554618
p_include_threshold,0.00014948283799497025,58085,1352,4,56351,378,0.9970501474926253,0.006663258650778261,0.02343032424657297,0.9895287958115183,0.02978393733321856,1.0,0.9934234311784453,0.006576568821554618
p_include_threshold,0.00015189489584369617,58085,1352,4,56349,380,0.9970501474926253,0.006698513987554866,0.023431136375452764,0.9895833333333334,0.02981836963071361,1.0,0.9933889988809503,0.006611001119049669
