scope,p_include_max,ecs_max,exclude_certainty_policy,model_policy,asreview_rank_min,selected_hr,selected_true_excludes,selected_true_includes_extra_fn,selection_precision_true_exclude,auto_rate_gain,new_auto_rate,new_fn,new_sensitivity
all,0.02,0.3,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.02,0.3,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.02,0.4,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.02,0.4,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.02,0.5,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.02,0.5,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.2,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.2,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.3,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.3,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.4,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.4,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.5,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.03,0.5,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.2,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.2,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.3,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.3,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.4,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.4,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.5,require_pass,any,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.05,0.5,require_pass,early2,0.5,371,371,0,1.0,0.0016347861338409542,0.40135541836865085,170,0.9593884376493073
all,0.005,0.4,ignore,any,0.95,358,358,0,1.0,0.0015775025226821067,0.40129813475749204,170,0.9593884376493073
all,0.005,0.4,ignore,early2,0.95,357,357,0,1.0,0.001573096091054503,0.4012937283258644,170,0.9593884376493073
all,0.005,0.3,ignore,any,0.95,330,330,0,1.0,0.0014541224371092047,0.4011747546719191,170,0.9593884376493073
all,0.005,0.3,ignore,early2,0.95,329,329,0,1.0,0.001449716005481601,0.4011703482402915,170,0.9593884376493073
all,0.002,0.4,ignore,any,0.95,313,313,0,1.0,0.0013792130994399426,0.40109984533424986,170,0.9593884376493073
all,0.002,0.4,ignore,early2,0.95,312,312,0,1.0,0.001374806667812339,0.4010954389026222,170,0.9593884376493073
all,0.005,0.2,require_pass,any,,295,295,0,1.0,0.0012998973301430769,0.401020529564953,170,0.9593884376493073
